NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
NEGATIVE REGULATION OF VASCULATURE DEVELOPMENT INVOLVED IN AVASCULAR CORNEA DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:1901346	1		Rejected!	
REGULATION OF FERMENTATION%GOBP%GO:0043465	1		Rejected!	
PROSTANOID METABOLIC PROCESS%GOBP%GO:0006692	33	22		
OSTEOBLAST DIFFERENTIATION%GOBP%GO:0001649	81	51		
AORTIC VALVE FORMATION%GOBP%GO:0003189	2		Rejected!	
PEPTIDYL-SERINE DEPHOSPHORYLATION%GOBP%GO:0070262	10		Rejected!	
GLYCEROL TRANSMEMBRANE TRANSPORT%GOBP%GO:0015793	8		Rejected!	
NAD CATABOLIC PROCESS%GOBP%GO:0019677	3		Rejected!	
NEGATIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045581	34	20		
POSITIVE REGULATION OF VESICLE TRANSPORT ALONG MICROTUBULE%GOBP%GO:1901610	4		Rejected!	
RESPONSE TO ERYTHROPOIETIN%GOBP%GO:0036017	5		Rejected!	
MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031109	55	39		
TRIMMING OF TERMINAL MANNOSE ON B BRANCH%GOBP%GO:0036509	2		Rejected!	
REGULATION OF TRANSLATIONAL FRAMESHIFTING%GOBP%GO:2001124	1		Rejected!	
NEGATIVE REGULATION OF BLOOD PRESSURE%GOBP%GO:0045776	19		Rejected!	
ASSEMBLY OF ACTOMYOSIN APPARATUS INVOLVED IN MITOTIC CYTOKINESIS%GOBP%GO:1902407	3		Rejected!	
TIE SIGNALING PATHWAY%GOBP%GO:0048014	3		Rejected!	
ASPARTATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015810	12		Rejected!	
SULFATION%GOBP%GO:0051923	19		Rejected!	
REGULATION OF INTERLEUKIN-1 ALPHA PRODUCTION%GOBP%GO:0032650	5		Rejected!	
REGULATION OF ENDOSOME ORGANIZATION%GOBP%GO:1904978	5		Rejected!	
REGULATION OF RECYCLING ENDOSOME LOCALIZATION WITHIN POSTSYNAPSE%GOBP%GO:0099158	1		Rejected!	
GLANDULAR EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0002068	8		Rejected!	
MITOCHONDRIAL NUCLEOID ORGANIZATION%GOBP%GO:0090144	1		Rejected!	
REGULATION OF PLASMA MEMBRANE ORGANIZATION%GOBP%GO:1903729	15		Rejected!	
NEGATIVE REGULATION OF ANDROGEN BIOSYNTHETIC PROCESS%GOBP%GO:2000180	1		Rejected!	
EXOSOMAL SECRETION%GOBP%GO:1990182	3		Rejected!	
POSITIVE REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010986	6		Rejected!	
VENTRICULAR COMPACT MYOCARDIUM MORPHOGENESIS%GOBP%GO:0003223	6		Rejected!	
RESPONSE TO ATP%GOBP%GO:0033198	21		Rejected!	
ANIMAL ORGAN REGENERATION%GOBP%GO:0031100	3		Rejected!	
NEGATIVE REGULATION OF CIRCADIAN SLEEP/WAKE CYCLE, SLEEP%GOBP%GO:0042321	2		Rejected!	
VERY LONG-CHAIN FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042761	13		Rejected!	
POSITIVE REGULATION OF HH TARGET TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0007228	3		Rejected!	
REGULATION OF PROTEIN SUMOYLATION%GOBP%GO:0033233	19	16		
DETOXIFICATION OF NITROGEN COMPOUND%GOBP%GO:0051410	5		Rejected!	
REGULATION OF TRANSCRIPTION BY GLUCOSE%GOBP%GO:0046015	6		Rejected!	
PRO-B CELL DIFFERENTIATION%GOBP%GO:0002328	3		Rejected!	
POSTSYNAPTIC DENSITY ASSEMBLY%GOBP%GO:0097107	6		Rejected!	
POSITIVE REGULATION OF CYTOKINESIS%GOBP%GO:0032467	41	20		
CHOLESTEROL EFFLUX%GOBP%GO:0033344	24		Rejected!	
NEGATIVE REGULATION OF HAIR FOLLICLE MATURATION%GOBP%GO:0048817	1		Rejected!	
AMINE CATABOLIC PROCESS%GOBP%GO:0009310	15		Rejected!	
TERPENOID METABOLIC PROCESS%GOBP%GO:0006721	80	27		
REGULATION OF SECONDARY METABOLIC PROCESS%GOBP%GO:0043455	11		Rejected!	
ENDOCARDIUM FORMATION%GOBP%GO:0060214	3		Rejected!	
REGULATION OF GLUCOCORTICOID METABOLIC PROCESS%GOBP%GO:0031943	8		Rejected!	
DORSAL SPINAL CORD INTERNEURON AXON GUIDANCE%GOBP%GO:0097378	2		Rejected!	
PROPIONATE CATABOLIC PROCESS%GOBP%GO:0019543	2		Rejected!	
POSITIVE REGULATION OF CYCLIC-NUCLEOTIDE PHOSPHODIESTERASE ACTIVITY%GOBP%GO:0051343	4		Rejected!	
SERINE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009071	13		Rejected!	
CARBON CATABOLITE ACTIVATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0000436	4		Rejected!	
ISOLEUCINE BIOSYNTHETIC PROCESS%GOBP%GO:0009097	3		Rejected!	
TRABECULAR MESHWORK DEVELOPMENT%GOBP%GO:0002930	2		Rejected!	
REGULATION OF ORGANELLE TRANSPORT ALONG MICROTUBULE%GOBP%GO:1902513	7		Rejected!	
MITOTIC CLEAVAGE FURROW FORMATION%GOBP%GO:1903673	1		Rejected!	
REGULATION OF NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0019219	3454		Rejected!	
PRESYNAPSE ORGANIZATION%GOBP%GO:0099172	17		Rejected!	
NEGATIVE REGULATION OF SIGNAL TRANSDUCTION IN ABSENCE OF LIGAND%GOBP%GO:1901099	23		Rejected!	
REGULATION OF SKELETAL MUSCLE CONTRACTION BY ACTION POTENTIAL%GOBP%GO:0100001	1		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS IB%GOBP%GO:0002428	17		Rejected!	
PARALLEL ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0030046	7		Rejected!	
NEGATIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY IN RESPONSE TO STRESS%GOBP%GO:1903243	5		Rejected!	
NEGATIVE REGULATION OF GENE SILENCING BY RNA%GOBP%GO:0060967	16		Rejected!	
REGULATION OF ISOTYPE SWITCHING TO IGA ISOTYPES%GOBP%GO:0048296	3		Rejected!	
PROTEIN C-LINKED GLYCOSYLATION VIA 2'-ALPHA-MANNOSYL-L-TRYPTOPHAN%GOBP%GO:0018406	6		Rejected!	
SMOOTH MUSCLE CELL CHEMOTAXIS%GOBP%GO:0071670	2		Rejected!	
AXO-DENDRITIC PROTEIN TRANSPORT%GOBP%GO:0099640	8		Rejected!	
TELOMERASE RNA LOCALIZATION%GOBP%GO:0090672	1		Rejected!	
DETECTION OF BACTERIAL LIPOPROTEIN%GOBP%GO:0042494	4		Rejected!	
NEGATIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060761	64	47		
CONNECTIVE TISSUE DEVELOPMENT%GOBP%GO:0061448	85	44		
GLYCOGEN CATABOLIC PROCESS%GOBP%GO:0005980	7		Rejected!	
REGULATION OF SYNAPTIC ASSEMBLY AT NEUROMUSCULAR JUNCTION%GOBP%GO:0008582	3		Rejected!	
NEGATIVE REGULATION OF TYPE IIA HYPERSENSITIVITY%GOBP%GO:0001797	1		Rejected!	
NEGATIVE REGULATION OF CATABOLIC PROCESS%GOBP%GO:0009895	282		Rejected!	
NEGATIVE REGULATION OF GLIAL CELL MIGRATION%GOBP%GO:1903976	2		Rejected!	
CLUB CELL DIFFERENTIATION%GOBP%GO:0060486	1		Rejected!	
REGULATION OF LATERAL ATTACHMENT OF MITOTIC SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:1905115	1		Rejected!	
CELL PROLIFERATION IN HINDBRAIN%GOBP%GO:0021534	3		Rejected!	
NEGATIVE REGULATION OF OOCYTE MATURATION%GOBP%GO:1900194	2		Rejected!	
SYNAPTIC VESICLE CLUSTERING%GOBP%GO:0097091	3		Rejected!	
NEGATIVE REGULATION OF EPINEPHRINE SECRETION%GOBP%GO:0032811	4		Rejected!	
PROTEIN-PYRIDOXAL-5-PHOSPHATE LINKAGE%GOBP%GO:0018352	2		Rejected!	
NEGATIVE REGULATION OF ENDODEOXYRIBONUCLEASE ACTIVITY%GOBP%GO:0032078	1		Rejected!	
POSITIVE REGULATION OF P-TYPE SODIUM:POTASSIUM-EXCHANGING TRANSPORTER ACTIVITY%GOBP%GO:1903408	2		Rejected!	
CELLULAR RESPONSE TO MONOAMINE STIMULUS%GOBP%GO:0071868	53	29		
PRE-MRNA CATABOLIC PROCESS%GOBP%GO:1990261	1		Rejected!	
FATTY ACID ELONGATION, MONOUNSATURATED FATTY ACID%GOBP%GO:0034625	7		Rejected!	
REGULATION OF TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY%GOBP%GO:0034139	9		Rejected!	
NEGATIVE REGULATION OF METANEPHRIC MESENCHYMAL CELL MIGRATION%GOBP%GO:2000590	1		Rejected!	
POSITIVE REGULATION OF PENILE ERECTION%GOBP%GO:0060406	1		Rejected!	
MAINTENANCE OF LENS TRANSPARENCY%GOBP%GO:0036438	7		Rejected!	
DEOXYRIBOSE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0046385	10		Rejected!	
COENZYME A METABOLIC PROCESS%GOBP%GO:0015936	16		Rejected!	
DENSE CORE GRANULE LOCALIZATION%GOBP%GO:0032253	7		Rejected!	
PROSTATE GLAND MORPHOGENESIS%GOBP%GO:0060512	4		Rejected!	
REGULATION OF INTERLEUKIN-6-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070103	3		Rejected!	
POSITIVE REGULATION OF MRNA CLEAVAGE%GOBP%GO:0031439	1		Rejected!	
POSITIVE REGULATION OF CARDIAC MUSCLE CELL PROLIFERATION%GOBP%GO:0060045	14		Rejected!	
REGULATION OF L-DOPA DECARBOXYLASE ACTIVITY%GOBP%GO:1903198	1		Rejected!	
VESICLE TRANSPORT ALONG MICROTUBULE%GOBP%GO:0047496	39	31		
NEGATIVE REGULATION OF CATALYTIC ACTIVITY%GOBP%GO:0043086	455		Rejected!	
ESTABLISHMENT OF SYNAPTIC SPECIFICITY AT NEUROMUSCULAR JUNCTION%GOBP%GO:0007529	2		Rejected!	
KERATINOCYTE ACTIVATION%GOBP%GO:0032980	1		Rejected!	
CELL COMPETITION IN A MULTICELLULAR ORGANISM%GOBP%GO:0035212	1		Rejected!	
REGULATION OF CELL PROJECTION ASSEMBLY%GOBP%GO:0060491	191	139		
REGULATION OF DNA-TEMPLATED TRANSCRIPTION IN RESPONSE TO STRESS%GOBP%GO:0043620	35	29		
REGULATION OF L-PROLINE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1905735	2		Rejected!	
NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042267	25	15		
GLUCOSE 6-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0051156	21	15		
HEME CATABOLIC PROCESS%GOBP%GO:0042167	11		Rejected!	
POSITIVE REGULATION OF PRO-B CELL DIFFERENTIATION%GOBP%GO:2000975	1		Rejected!	
GLYCEROL ETHER METABOLIC PROCESS%GOBP%GO:0006662	19		Rejected!	
BIOSYNTHETIC PROCESS%GOBP%GO:0009058	2000		Rejected!	
PURKINJE MYOCYTE TO VENTRICULAR CARDIAC MUSCLE CELL SIGNALING%GOBP%GO:0086029	5		Rejected!	
REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002718	80	59		
NEURAL PLATE AXIS SPECIFICATION%GOBP%GO:0021997	1		Rejected!	
POSITIVE REGULATION OF MIDBRAIN DOPAMINERGIC NEURON DIFFERENTIATION%GOBP%GO:1904958	2		Rejected!	
CELL FATE COMMITMENT INVOLVED IN FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0060795	16		Rejected!	
RESPONSE TO MONOAMINE%GOBP%GO:0071867	53	29		
REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS%GOBP%GO:1902991	40	36		
NEGATIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051346	207	128		
DETECTION OF MECHANICAL STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050974	15		Rejected!	
INORGANIC CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098662	406	161		
CARDIAC CHAMBER DEVELOPMENT%GOBP%GO:0003205	96	50		
NON-CANONICAL WNT SIGNALING PATHWAY INVOLVED IN MIDBRAIN DOPAMINERGIC NEURON DIFFERENTIATION%GOBP%GO:1905438	2		Rejected!	
NEGATIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2000515	24	15		
PURINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009170	4		Rejected!	
NEUROTRANSMITTER RECEPTOR TRANSPORT TO POSTSYNAPTIC MEMBRANE%GOBP%GO:0098969	10		Rejected!	
REGULATION OF FILAMENTOUS GROWTH%GOBP%GO:0010570	1		Rejected!	
RESPONSE TO INSULIN%GOBP%GO:0032868	116	86		
REGULATION OF TOLERANCE INDUCTION TO SELF ANTIGEN%GOBP%GO:0002649	1		Rejected!	
REGULATION OF CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0090109	55	47		
CELLULAR RESPONSE TO HEXOSE STIMULUS%GOBP%GO:0071331	37	24		
REGULATION OF LONG-TERM SYNAPTIC POTENTIATION%GOBP%GO:1900271	32	19		
L-PROLINE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1904271	3		Rejected!	
AORTA MORPHOGENESIS%GOBP%GO:0035909	21	18		
POSITIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050857	21	16		
NEGATIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030809	4		Rejected!	
CELLULAR GLUCAN METABOLIC PROCESS%GOBP%GO:0006073	22	18		
COLLAGEN-ACTIVATED SIGNALING PATHWAY%GOBP%GO:0038065	9		Rejected!	
TRNA STABILIZATION%GOBP%GO:0036416	3		Rejected!	
NEGATIVE REGULATION OF T CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL%GOBP%GO:0002841	2		Rejected!	
VACUOLE ORGANIZATION%GOBP%GO:0007033	159	129		
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033048	29	15		
CELL-CELL JUNCTION MAINTENANCE%GOBP%GO:0045217	16		Rejected!	
UREA METABOLIC PROCESS%GOBP%GO:0019627	7		Rejected!	
L-LYSINE CATABOLIC PROCESS TO ACETYL-COA%GOBP%GO:0019474	1		Rejected!	
NEUROTRANSMITTER METABOLIC PROCESS%GOBP%GO:0042133	20		Rejected!	
RESPONSE TO GROWTH HORMONE%GOBP%GO:0060416	21	15		
SISTER CHROMATID COHESION%GOBP%GO:0007062	41	24		
REGULATION OF CORTICOSTERONE SECRETION%GOBP%GO:2000852	2		Rejected!	
PYRIMIDINE DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009219	16		Rejected!	
ENDOCARDIAL CUSHION CELL FATE COMMITMENT%GOBP%GO:0061445	1		Rejected!	
VENOUS BLOOD VESSEL DEVELOPMENT%GOBP%GO:0060841	11		Rejected!	
RESPONSE TO GLYCOSIDE%GOBP%GO:1903416	3		Rejected!	
HISTONE H2B CONSERVED C-TERMINAL LYSINE UBIQUITINATION%GOBP%GO:0071894	3		Rejected!	
MULTICELLULAR ORGANISM AGING%GOBP%GO:0010259	1		Rejected!	
CARBON DIOXIDE TRANSPORT%GOBP%GO:0015670	12		Rejected!	
TRANSEPITHELIAL TRANSPORT%GOBP%GO:0070633	22		Rejected!	
RESPONSE TO HYDROPEROXIDE%GOBP%GO:0033194	9		Rejected!	
HEART INDUCTION%GOBP%GO:0003129	2		Rejected!	
NEURON PROJECTION EXTENSION INVOLVED IN NEURON PROJECTION GUIDANCE%GOBP%GO:1902284	8		Rejected!	
ISOQUINOLINE ALKALOID METABOLIC PROCESS%GOBP%GO:0033076	1		Rejected!	
REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002694	443		Rejected!	
REGULATION OF PROTEIN OXIDATION%GOBP%GO:1904806	2		Rejected!	
POSITIVE REGULATION OF FILOPODIUM ASSEMBLY%GOBP%GO:0051491	28	18		
NEGATIVE REGULATION OF RHO-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:2000299	2		Rejected!	
MITOCHONDRIAL TRANSLATIONAL INITIATION%GOBP%GO:0070124	2		Rejected!	
RESPONSE TO ACIDIC PH%GOBP%GO:0010447	20		Rejected!	
TRNA AMINOACYLATION FOR MITOCHONDRIAL PROTEIN TRANSLATION%GOBP%GO:0070127	8		Rejected!	
REGULATION OF GENERATION OF PRECURSOR METABOLITES AND ENERGY%GOBP%GO:0043467	108	81		
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0045736	20	17		
IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098739	151	65		
RESOLUTION OF MEIOTIC RECOMBINATION INTERMEDIATES%GOBP%GO:0000712	15		Rejected!	
AMYGDALA DEVELOPMENT%GOBP%GO:0021764	1		Rejected!	
REGULATION OF TUBE DIAMETER%GOBP%GO:0035296	65	33		
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594	286		Rejected!	
FRUCTOSE CATABOLIC PROCESS TO HYDROXYACETONE PHOSPHATE AND GLYCERALDEHYDE-3-PHOSPHATE%GOBP%GO:0061624	1		Rejected!	
INTERMEDIATE-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0071831	1		Rejected!	
SYNAPTONEMAL COMPLEX ASSEMBLY%GOBP%GO:0007130	15		Rejected!	
RESPONSE TO INTERLEUKIN-13%GOBP%GO:0035962	3		Rejected!	
MESENCHYMAL STEM CELL DIFFERENTIATION%GOBP%GO:0072497	3		Rejected!	
MATERNAL DETERMINATION OF ANTERIOR/POSTERIOR AXIS, EMBRYO%GOBP%GO:0008358	2		Rejected!	
REGULATION OF GRANULOCYTE DIFFERENTIATION%GOBP%GO:0030852	11		Rejected!	
NEGATIVE REGULATION OF EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0030857	25		Rejected!	
POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGE ISOTYPES%GOBP%GO:0048295	3		Rejected!	
POSITIVE REGULATION OF T-HELPER 17 TYPE IMMUNE RESPONSE%GOBP%GO:2000318	14		Rejected!	
MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:0009059	1072		Rejected!	
POSITIVE REGULATION OF ISOTYPE SWITCHING%GOBP%GO:0045830	17		Rejected!	
LIGHT ABSORPTION%GOBP%GO:0016037	1		Rejected!	
DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264	20	16		
CELLULAR RESPONSE TO INTERLEUKIN-4%GOBP%GO:0071353	14		Rejected!	
REGULATION OF PROTEIN DEPHOSPHORYLATION%GOBP%GO:0035304	75	62		
REGULATION OF DENDRITIC SPINE DEVELOPMENT%GOBP%GO:0060998	33	19		
DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607	183	138		
REGULATION OF PROTEIN LOCALIZATION TO KINETOCHORE%GOBP%GO:1905340	4		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB%GOBP%GO:0002477	2		Rejected!	
RENAL WATER TRANSPORT%GOBP%GO:0003097	4		Rejected!	
NEUROMUSCULAR SYNAPTIC TRANSMISSION%GOBP%GO:0007274	19		Rejected!	
MAINTENANCE OF LOCATION%GOBP%GO:0051235	148	109		
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045639	76	57		
REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044088	50	47		
MAMMARY GLAND DUCT MORPHOGENESIS%GOBP%GO:0060603	5		Rejected!	
L-CYSTINE TRANSPORT%GOBP%GO:0015811	4		Rejected!	
CELLULAR RESPONSE TO INTERLEUKIN-18%GOBP%GO:0071351	5		Rejected!	
CELLULAR RESPONSE TO POTASSIUM ION%GOBP%GO:0035865	8		Rejected!	
NEGATIVE REGULATION OF INWARD RECTIFIER POTASSIUM CHANNEL ACTIVITY%GOBP%GO:1903609	1		Rejected!	
POSITIVE REGULATION OF CELLULAR EXTRAVASATION%GOBP%GO:0002693	14		Rejected!	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION%GOBP%GO:0006355	2850		Rejected!	
NEGATIVE REGULATION OF CELLULAR METABOLIC PROCESS%GOBP%GO:0031324	1853		Rejected!	
NEGATIVE REGULATION OF ESTABLISHMENT OF PROTEIN-CONTAINING COMPLEX LOCALIZATION TO TELOMERE%GOBP%GO:1904914	1		Rejected!	
GLYCEROLIPID METABOLIC PROCESS%GOBP%GO:0046486	308		Rejected!	
O-GLYCAN PROCESSING, CORE 1%GOBP%GO:0016267	3		Rejected!	
POSITIVE REGULATION OF ACUTE INFLAMMATORY RESPONSE%GOBP%GO:0002675	20		Rejected!	
OSTEOCLAST DIFFERENTIATION%GOBP%GO:0030316	29	23		
GUANYLATE KINASE-ASSOCIATED PROTEIN CLUSTERING%GOBP%GO:0097117	1		Rejected!	
POSITIVE REGULATION OF HISTONE H3-K9 METHYLATION%GOBP%GO:0051574	1		Rejected!	
REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864	90	65		
POSITIVE REGULATION OF AGGREPHAGY%GOBP%GO:1905337	3		Rejected!	
CITRULLINE METABOLIC PROCESS%GOBP%GO:0000052	7		Rejected!	
REGULATION OF CARDIAC CELL FATE SPECIFICATION%GOBP%GO:2000043	1		Rejected!	
OLFACTORY BULB MITRAL CELL LAYER DEVELOPMENT%GOBP%GO:0061034	1		Rejected!	
VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876	122	96		
NEGATIVE REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:2000642	2		Rejected!	
REGULATION OF GTP CYCLOHYDROLASE I ACTIVITY%GOBP%GO:0043095	1		Rejected!	
POSITIVE REGULATION OF HYDROGEN PEROXIDE-MEDIATED PROGRAMMED CELL DEATH%GOBP%GO:1901300	1		Rejected!	
DAUNORUBICIN METABOLIC PROCESS%GOBP%GO:0044597	9		Rejected!	
NEURONAL STEM CELL POPULATION MAINTENANCE%GOBP%GO:0097150	11		Rejected!	
RESPONSE TO MOLECULE OF FUNGAL ORIGIN%GOBP%GO:0002238	3		Rejected!	
POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043243	30	18		
POSITIVE REGULATION OF T-HELPER 2 CELL DIFFERENTIATION%GOBP%GO:0045630	6		Rejected!	
NEPHRIC DUCT FORMATION%GOBP%GO:0072179	3		Rejected!	
THYMINE METABOLIC PROCESS%GOBP%GO:0019859	3		Rejected!	
NEGATIVE REGULATION OF MAST CELL PROLIFERATION%GOBP%GO:0070667	2		Rejected!	
RESPONSE TO 2,3,7,8-TETRACHLORODIBENZODIOXINE%GOBP%GO:1904612	2		Rejected!	
MAMMARY GLAND ALVEOLUS DEVELOPMENT%GOBP%GO:0060749	4		Rejected!	
CRISTAE FORMATION%GOBP%GO:0042407	13		Rejected!	
MODULATION BY HOST OF VIRAL CATALYTIC ACTIVITY%GOBP%GO:0044867	2		Rejected!	
MITOCHONDRIAL TRNA METHYLATION%GOBP%GO:0070901	4		Rejected!	
POSITIVE REGULATION OF ANDROGEN SECRETION%GOBP%GO:2000836	1		Rejected!	
NUCLEOBASE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0034654	639		Rejected!	
PYRIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0019363	21		Rejected!	
METANEPHRIC THICK ASCENDING LIMB DEVELOPMENT%GOBP%GO:0072233	1		Rejected!	
NUCLEOSOME ASSEMBLY%GOBP%GO:0006334	55	31		
ASCENDING AORTA MORPHOGENESIS%GOBP%GO:0035910	4		Rejected!	
INOSITOL PHOSPHATE-MEDIATED SIGNALING%GOBP%GO:0048016	20		Rejected!	
REGULATION OF BLOOD-BRAIN BARRIER PERMEABILITY%GOBP%GO:1905603	7		Rejected!	
BASE CONVERSION OR SUBSTITUTION EDITING%GOBP%GO:0016553	19		Rejected!	
HOMEOSTATIC PROCESS%GOBP%GO:0042592	990		Rejected!	
PRE-B CELL DIFFERENTIATION%GOBP%GO:0002329	4		Rejected!	
MEMBRANE TUBULATION%GOBP%GO:0097749	4		Rejected!	
REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL OUTER MEMBRANE%GOBP%GO:1903636	1		Rejected!	
RESPONSE TO ALCOHOL%GOBP%GO:0097305	87	42		
CONSTITUTIVE SECRETORY PATHWAY%GOBP%GO:0045054	5		Rejected!	
REGULATION OF MITOCHONDRIAL DNA REPLICATION%GOBP%GO:0090296	4		Rejected!	
MYELIN ASSEMBLY%GOBP%GO:0032288	10		Rejected!	
CELL PROLIFERATION IN BONE MARROW%GOBP%GO:0071838	1		Rejected!	
REGULATION OF NEUROMUSCULAR JUNCTION DEVELOPMENT%GOBP%GO:1904396	5		Rejected!	
NEGATIVE REGULATION OF EXECUTION PHASE OF APOPTOSIS%GOBP%GO:1900118	21		Rejected!	
REGULATION OF WNT PROTEIN SECRETION%GOBP%GO:0061356	3		Rejected!	
TELOMERIC LOOP FORMATION%GOBP%GO:0031627	2		Rejected!	
PROTEIN LOCALIZATION TO CYTOPLASMIC STRESS GRANULE%GOBP%GO:1903608	8		Rejected!	
XENOBIOTIC CATABOLIC PROCESS%GOBP%GO:0042178	21		Rejected!	
REGULATION OF ENDOSOME TO PLASMA MEMBRANE PROTEIN TRANSPORT%GOBP%GO:1905749	3		Rejected!	
NEGATIVE REGULATION OF CHEMOKINE (C-C MOTIF) LIGAND 5 PRODUCTION%GOBP%GO:0071650	4		Rejected!	
REGULATION OF APOPTOTIC PROCESS%GOBP%GO:0042981	1066		Rejected!	
POSITIVE REGULATION OF MULTICELLULAR ORGANISM GROWTH%GOBP%GO:0040018	7		Rejected!	
MESENCHYMAL TO EPITHELIAL TRANSITION INVOLVED IN METANEPHRIC RENAL VESICLE FORMATION%GOBP%GO:0072285	1		Rejected!	
L-ALANINE METABOLIC PROCESS%GOBP%GO:0042851	3		Rejected!	
FLAVIN-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0042726	6		Rejected!	
UREA TRANSMEMBRANE TRANSPORT%GOBP%GO:0071918	2		Rejected!	
ACTOMYOSIN CONTRACTILE RING CONTRACTION%GOBP%GO:0000916	1		Rejected!	
REGULATION OF CONVERGENT EXTENSION INVOLVED IN GASTRULATION%GOBP%GO:1904103	2		Rejected!	
GLOMERULAR MESANGIAL CELL DIFFERENTIATION%GOBP%GO:0072008	3		Rejected!	
REGULATION OF CHOLESTEROL TRANSPORTER ACTIVITY%GOBP%GO:0060694	2		Rejected!	
B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853	47	20		
CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043374	3		Rejected!	
REGULATION OF ATP:ADP ANTIPORTER ACTIVITY%GOBP%GO:0070926	1		Rejected!	
